==== Test Report ====
Test: check_spatial_statistical_outliers_min_series
File: /home/anachite/Bureau/Datatest/DATA_QC/C3S-CMIP6/grr/pr_day_NorCPM1_historical_r1i1p1f1_gn_19500101-20141231.nc
Variable: pr
Dataset Name: /home/anachite/Bureau/Datatest/DATA_QC/C3S-CMIP6/grr/pr_day_NorCPM1_historical_r1i1p1f1_gn_19500101-20141231.nc
Parameters: {'threshold': 4.5, 'method': 'IQR'}
--- Messages ---
Outliers detected: 3212 points.
Outliers detected in minimum time series: 3212 points.

--- Results (coordinates, values) ---
iqr	(6, 22)	1.8541986836085333e-27,IQR:1.0819311093058758e-28
iqr	(6, 27)	2.867451766654442e-26,IQR:1.0819311093058758e-28
iqr	(6, 28)	2.314124852135398e-26,IQR:1.0819311093058758e-28
iqr	(6, 49)	3.4882689671774497e-25,IQR:1.0819311093058758e-28
iqr	(7, 49)	2.5698850361505187e-27,IQR:1.0819311093058758e-28
The rest of the coordinates are in the summary
--- Summary ---
Dataset: /home/anachite/Bureau/Datatest/DATA_QC/C3S-CMIP6/grr/pr_day_NorCPM1_historical_r1i1p1f1_gn_19500101-20141231.nc
Test: check_spatial_statistical_outliers
Variable: pr
Parameters: {'threshold': 4.5, 'method': 'IQR'}
Score: 0/1
Messages: ['Outliers detected: 3212 points.', 'Outliers detected in minimum time series: 3212 points.']
Coordinates and results:
Name	Index	Value	Score
iqr	(21, 134)	5.379823114328322e-24	IQR:1.0819311093058758e-28
iqr	(21, 135)	3.072166138917807e-24	IQR:1.0819311093058758e-28
iqr	(21, 136)	2.330985020216139e-22	IQR:1.0819311093058758e-28
iqr	(21, 142)	7.903081178832941e-23	IQR:1.0819311093058758e-28
iqr	(22, 5)	1.6188941397815145e-21	IQR:1.0819311093058758e-28
iqr	(22, 6)	1.1699081748022622e-23	IQR:1.0819311093058758e-28
iqr	(22, 7)	1.26455961107216e-24	IQR:1.0819311093058758e-28
iqr	(22, 8)	6.679111180439334e-27	IQR:1.0819311093058758e-28
iqr	(22, 32)	5.67764048997744e-25	IQR:1.0819311093058758e-28
iqr	(22, 34)	5.5145376799738196e-24	IQR:1.0819311093058758e-28
iqr	(22, 38)	7.302239275028477e-24	IQR:1.0819311093058758e-28
iqr	(22, 43)	7.74994573286301e-22	IQR:1.0819311093058758e-28
iqr	(22, 48)	6.786323738142956e-22	IQR:1.0819311093058758e-28
iqr	(22, 50)	8.22330486166551e-26	IQR:1.0819311093058758e-28
iqr	(22, 55)	1.9623677372551474e-22	IQR:1.0819311093058758e-28
iqr	(22, 58)	8.660144804904049e-22	IQR:1.0819311093058758e-28
iqr	(22, 59)	1.8711027633234145e-27	IQR:1.0819311093058758e-28
iqr	(22, 61)	7.700434295138214e-26	IQR:1.0819311093058758e-28
iqr	(22, 135)	5.71634348510178e-25	IQR:1.0819311093058758e-28
iqr	(22, 136)	4.515856592725037e-27	IQR:1.0819311093058758e-28
iqr	(22, 137)	8.888922274182875e-26	IQR:1.0819311093058758e-28
iqr	(23, 0)	8.237806220515251e-25	IQR:1.0819311093058758e-28
iqr	(23, 1)	7.945280696381679e-26	IQR:1.0819311093058758e-28
iqr	(23, 4)	8.007383401366654e-25	IQR:1.0819311093058758e-28
iqr	(23, 34)	4.281480243075529e-24	IQR:1.0819311093058758e-28
iqr	(23, 35)	3.8730250268615515e-25	IQR:1.0819311093058758e-28
iqr	(23, 44)	8.14392703962852e-24	IQR:1.0819311093058758e-28
iqr	(23, 50)	1.4094595542954185e-24	IQR:1.0819311093058758e-28
iqr	(23, 52)	9.11124721427225e-24	IQR:1.0819311093058758e-28
iqr	(23, 54)	6.617444900424222e-24	IQR:1.0819311093058758e-28
iqr	(23, 68)	2.1421569157235415e-24	IQR:1.0819311093058758e-28
iqr	(23, 69)	2.482465593779097e-24	IQR:1.0819311093058758e-28
iqr	(23, 132)	1.411106868428843e-25	IQR:1.0819311093058758e-28
iqr	(23, 134)	7.041265204223448e-26	IQR:1.0819311093058758e-28
iqr	(23, 141)	1.2052014764359655e-24	IQR:1.0819311093058758e-28
iqr	(23, 143)	2.092623550623809e-24	IQR:1.0819311093058758e-28
iqr	(24, 3)	3.38032104369178e-23	IQR:1.0819311093058758e-28
iqr	(24, 5)	1.5955776770317012e-23	IQR:1.0819311093058758e-28
iqr	(24, 28)	4.425311476987439e-25	IQR:1.0819311093058758e-28
iqr	(24, 29)	1.0333712702077799e-26	IQR:1.0819311093058758e-28
iqr	(24, 32)	1.4664438585563833e-25	IQR:1.0819311093058758e-28
iqr	(24, 33)	1.4835811694968654e-22	IQR:1.0819311093058758e-28
iqr	(24, 36)	2.1842535411583358e-26	IQR:1.0819311093058758e-28
iqr	(24, 38)	4.470386989111768e-25	IQR:1.0819311093058758e-28
iqr	(24, 41)	1.3484022949288076e-27	IQR:1.0819311093058758e-28
iqr	(24, 42)	2.592087781450511e-21	IQR:1.0819311093058758e-28
iqr	(24, 44)	1.007792550857462e-21	IQR:1.0819311093058758e-28
iqr	(24, 46)	3.3444903502879176e-23	IQR:1.0819311093058758e-28
iqr	(24, 50)	2.986383534483729e-22	IQR:1.0819311093058758e-28
iqr	(24, 57)	8.405269804299127e-27	IQR:1.0819311093058758e-28
iqr	(24, 58)	7.220996068121576e-26	IQR:1.0819311093058758e-28
iqr	(24, 62)	7.311533033323649e-28	IQR:1.0819311093058758e-28
iqr	(24, 68)	9.734452285047046e-14	IQR:1.0819311093058758e-28
iqr	(24, 69)	6.718451242374399e-25	IQR:1.0819311093058758e-28
iqr	(24, 77)	1.3920318111471705e-26	IQR:1.0819311093058758e-28
iqr	(24, 78)	2.1443938885924767e-23	IQR:1.0819311093058758e-28
iqr	(24, 79)	8.22048899801242e-26	IQR:1.0819311093058758e-28
iqr	(24, 104)	6.651075495276087e-26	IQR:1.0819311093058758e-28
iqr	(25, 2)	2.481541837659083e-24	IQR:1.0819311093058758e-28
iqr	(25, 8)	8.263277537661267e-28	IQR:1.0819311093058758e-28
iqr	(25, 30)	1.4889251025954498e-23	IQR:1.0819311093058758e-28
iqr	(25, 32)	2.4931231539124393e-25	IQR:1.0819311093058758e-28
iqr	(25, 36)	1.4328773378530234e-27	IQR:1.0819311093058758e-28
iqr	(25, 37)	3.648899289888881e-25	IQR:1.0819311093058758e-28
iqr	(25, 39)	3.783896070523221e-25	IQR:1.0819311093058758e-28
iqr	(25, 42)	3.7809882306189634e-24	IQR:1.0819311093058758e-28
iqr	(25, 60)	1.9193958418649133e-27	IQR:1.0819311093058758e-28
iqr	(25, 69)	8.936536220596132e-21	IQR:1.0819311093058758e-28
iqr	(25, 79)	1.7807915556294227e-26	IQR:1.0819311093058758e-28
iqr	(25, 106)	5.457239208775863e-27	IQR:1.0819311093058758e-28
iqr	(26, 17)	4.324976258452379e-25	IQR:1.0819311093058758e-28
iqr	(26, 19)	2.981092147410041e-24	IQR:1.0819311093058758e-28
iqr	(26, 20)	6.052058627646977e-28	IQR:1.0819311093058758e-28
iqr	(26, 25)	3.301341966190476e-25	IQR:1.0819311093058758e-28
iqr	(26, 30)	7.301794357477933e-24	IQR:1.0819311093058758e-28
iqr	(26, 31)	1.0337103139966777e-24	IQR:1.0819311093058758e-28
iqr	(26, 33)	5.997485746373013e-26	IQR:1.0819311093058758e-28
iqr	(26, 37)	2.067951777901602e-25	IQR:1.0819311093058758e-28
iqr	(26, 38)	1.8719690974569504e-24	IQR:1.0819311093058758e-28
iqr	(26, 39)	2.8824601535250627e-26	IQR:1.0819311093058758e-28
iqr	(26, 40)	1.1496575335803212e-25	IQR:1.0819311093058758e-28
iqr	(26, 63)	6.359281527928171e-28	IQR:1.0819311093058758e-28
iqr	(26, 69)	6.446250072351385e-27	IQR:1.0819311093058758e-28
iqr	(26, 70)	1.756235669039383e-23	IQR:1.0819311093058758e-28
iqr	(26, 74)	1.040730094450888e-26	IQR:1.0819311093058758e-28
iqr	(26, 79)	7.130953604692024e-27	IQR:1.0819311093058758e-28
iqr	(26, 141)	1.167417257747175e-25	IQR:1.0819311093058758e-28
iqr	(27, 13)	2.7884237736140382e-27	IQR:1.0819311093058758e-28
iqr	(27, 18)	5.760494550852803e-25	IQR:1.0819311093058758e-28
iqr	(27, 20)	5.236313242627676e-25	IQR:1.0819311093058758e-28
iqr	(27, 22)	1.667161750540334e-25	IQR:1.0819311093058758e-28
iqr	(27, 23)	8.052082756261684e-27	IQR:1.0819311093058758e-28
iqr	(27, 26)	4.4695596712374175e-24	IQR:1.0819311093058758e-28
iqr	(27, 27)	1.5976874381910605e-22	IQR:1.0819311093058758e-28
iqr	(27, 28)	2.149500421890244e-24	IQR:1.0819311093058758e-28
iqr	(27, 29)	2.53893726787416e-27	IQR:1.0819311093058758e-28
iqr	(27, 32)	7.047616767105641e-26	IQR:1.0819311093058758e-28
iqr	(27, 41)	3.2041948781593158e-27	IQR:1.0819311093058758e-28
iqr	(27, 70)	6.378517011662547e-20	IQR:1.0819311093058758e-28
iqr	(27, 71)	3.3564543904716003e-19	IQR:1.0819311093058758e-28
iqr	(27, 78)	1.5280750071441203e-23	IQR:1.0819311093058758e-28
iqr	(27, 97)	1.5807405130368562e-27	IQR:1.0819311093058758e-28
iqr	(28, 16)	1.5887252367784989e-24	IQR:1.0819311093058758e-28
iqr	(28, 17)	2.757268790683103e-25	IQR:1.0819311093058758e-28
iqr	(28, 18)	8.271806125530277e-24	IQR:1.0819311093058758e-28
iqr	(28, 25)	4.450877642331356e-27	IQR:1.0819311093058758e-28
iqr	(28, 26)	2.8306665047166456e-26	IQR:1.0819311093058758e-28
iqr	(28, 28)	1.58294984357256e-27	IQR:1.0819311093058758e-28
iqr	(28, 30)	6.5124130998823145e-25	IQR:1.0819311093058758e-28
iqr	(28, 34)	1.397584683177707e-25	IQR:1.0819311093058758e-28
iqr	(28, 78)	1.1522397434125579e-26	IQR:1.0819311093058758e-28
iqr	(28, 104)	6.0583957429731e-24	IQR:1.0819311093058758e-28
iqr	(29, 19)	9.84537120907705e-28	IQR:1.0819311093058758e-28
iqr	(29, 80)	3.700453291382458e-27	IQR:1.0819311093058758e-28
iqr	(29, 83)	1.9268523200006655e-24	IQR:1.0819311093058758e-28
iqr	(29, 87)	5.0362001850909005e-26	IQR:1.0819311093058758e-28
iqr	(29, 96)	8.273064358674104e-25	IQR:1.0819311093058758e-28
iqr	(29, 97)	1.6138870770121227e-26	IQR:1.0819311093058758e-28
iqr	(29, 98)	4.106009918318887e-26	IQR:1.0819311093058758e-28
iqr	(29, 101)	1.940044314577672e-27	IQR:1.0819311093058758e-28
iqr	(29, 105)	2.8983067174334325e-24	IQR:1.0819311093058758e-28
iqr	(30, 67)	4.866902219656765e-22	IQR:1.0819311093058758e-28
iqr	(30, 68)	8.548077047452253e-25	IQR:1.0819311093058758e-28
iqr	(30, 80)	7.187065188435757e-27	IQR:1.0819311093058758e-28
iqr	(30, 81)	2.2345224697483804e-25	IQR:1.0819311093058758e-28
iqr	(30, 83)	3.001424306929478e-27	IQR:1.0819311093058758e-28
iqr	(30, 84)	4.557999853397877e-25	IQR:1.0819311093058758e-28
iqr	(30, 86)	6.893182453766655e-26	IQR:1.0819311093058758e-28
iqr	(30, 91)	4.1271573224430386e-27	IQR:1.0819311093058758e-28
iqr	(30, 95)	5.514716554184078e-25	IQR:1.0819311093058758e-28
iqr	(30, 96)	1.5433102186420858e-25	IQR:1.0819311093058758e-28
iqr	(30, 97)	5.438570769231489e-24	IQR:1.0819311093058758e-28
iqr	(30, 98)	7.364814877474229e-23	IQR:1.0819311093058758e-28
iqr	(30, 102)	1.4992648602523627e-24	IQR:1.0819311093058758e-28
iqr	(30, 105)	7.5455699293463665e-25	IQR:1.0819311093058758e-28
iqr	(30, 106)	3.3079417737387814e-25	IQR:1.0819311093058758e-28
iqr	(30, 134)	9.21858539758199e-27	IQR:1.0819311093058758e-28
iqr	(31, 19)	2.7382800689889777e-27	IQR:1.0819311093058758e-28
iqr	(31, 64)	2.4203250974263813e-25	IQR:1.0819311093058758e-28
iqr	(31, 68)	1.9036499486258525e-24	IQR:1.0819311093058758e-28
iqr	(31, 69)	6.789671084011949e-25	IQR:1.0819311093058758e-28
iqr	(31, 70)	3.4554511209250912e-25	IQR:1.0819311093058758e-28
iqr	(31, 73)	1.729844169683033e-24	IQR:1.0819311093058758e-28
iqr	(31, 75)	1.1731201366092198e-26	IQR:1.0819311093058758e-28
iqr	(31, 84)	1.6850597718846343e-25	IQR:1.0819311093058758e-28
iqr	(31, 90)	1.799869774517692e-24	IQR:1.0819311093058758e-28
iqr	(31, 91)	2.765909282785602e-25	IQR:1.0819311093058758e-28
iqr	(31, 92)	5.514537581366206e-25	IQR:1.0819311093058758e-28
iqr	(31, 94)	4.690144901859843e-24	IQR:1.0819311093058758e-28
iqr	(31, 95)	2.118197071479369e-27	IQR:1.0819311093058758e-28
iqr	(31, 96)	3.2167223360016154e-23	IQR:1.0819311093058758e-28
iqr	(31, 97)	3.065837857293079e-23	IQR:1.0819311093058758e-28
iqr	(31, 102)	9.364649465308273e-28	IQR:1.0819311093058758e-28
iqr	(31, 103)	1.056130214239602e-23	IQR:1.0819311093058758e-28
iqr	(31, 107)	3.7973483676285354e-26	IQR:1.0819311093058758e-28
iqr	(31, 132)	1.9069009861647122e-26	IQR:1.0819311093058758e-28
iqr	(31, 133)	9.629495647540628e-28	IQR:1.0819311093058758e-28
iqr	(31, 135)	2.8460020839736586e-25	IQR:1.0819311093058758e-28
iqr	(32, 19)	1.4878488596624568e-25	IQR:1.0819311093058758e-28
iqr	(32, 32)	2.7130663719360433e-27	IQR:1.0819311093058758e-28
iqr	(32, 35)	1.0137076795499818e-26	IQR:1.0819311093058758e-28
iqr	(32, 68)	3.8383269799454052e-25	IQR:1.0819311093058758e-28
iqr	(32, 70)	2.458062105945438e-21	IQR:1.0819311093058758e-28
iqr	(32, 71)	2.968739349843282e-26	IQR:1.0819311093058758e-28
iqr	(32, 72)	6.893172297182501e-24	IQR:1.0819311093058758e-28
iqr	(32, 73)	5.152856689235951e-25	IQR:1.0819311093058758e-28
iqr	(32, 82)	4.4211778766589605e-27	IQR:1.0819311093058758e-28
iqr	(32, 85)	1.4381884941199595e-26	IQR:1.0819311093058758e-28
iqr	(32, 86)	2.5480729464557938e-23	IQR:1.0819311093058758e-28
iqr	(32, 87)	2.9534803354535776e-22	IQR:1.0819311093058758e-28
iqr	(32, 88)	2.7031545349586555e-26	IQR:1.0819311093058758e-28
iqr	(32, 89)	4.825220371369479e-24	IQR:1.0819311093058758e-28
iqr	(32, 91)	2.887113200270702e-26	IQR:1.0819311093058758e-28
iqr	(32, 92)	8.823434468445984e-24	IQR:1.0819311093058758e-28
iqr	(32, 94)	1.5258223359431712e-23	IQR:1.0819311093058758e-28
iqr	(32, 95)	4.169317847558656e-21	IQR:1.0819311093058758e-28
iqr	(32, 96)	2.265959708047976e-21	IQR:1.0819311093058758e-28
iqr	(32, 98)	2.6422814483714627e-20	IQR:1.0819311093058758e-28
iqr	(32, 99)	6.3091331180374705e-21	IQR:1.0819311093058758e-28
iqr	(32, 101)	9.681384206176705e-25	IQR:1.0819311093058758e-28
iqr	(32, 102)	1.838975384526534e-24	IQR:1.0819311093058758e-28
iqr	(32, 103)	8.060404125679725e-21	IQR:1.0819311093058758e-28
iqr	(32, 104)	1.3786344199934549e-24	IQR:1.0819311093058758e-28
iqr	(32, 105)	1.0914707988401096e-26	IQR:1.0819311093058758e-28
iqr	(32, 132)	2.398228856952108e-25	IQR:1.0819311093058758e-28
iqr	(32, 133)	2.5164380464346207e-23	IQR:1.0819311093058758e-28
iqr	(33, 13)	4.754349736267957e-26	IQR:1.0819311093058758e-28
iqr	(33, 20)	3.1012932501212824e-25	IQR:1.0819311093058758e-28
iqr	(33, 23)	1.4562032383744694e-27	IQR:1.0819311093058758e-28
iqr	(33, 24)	1.2902127021085586e-25	IQR:1.0819311093058758e-28
iqr	(33, 25)	2.3890178735852023e-27	IQR:1.0819311093058758e-28
iqr	(33, 32)	3.915270405825091e-21	IQR:1.0819311093058758e-28
iqr	(33, 33)	7.508187659940689e-26	IQR:1.0819311093058758e-28
iqr	(33, 71)	2.3187375622042824e-25	IQR:1.0819311093058758e-28
iqr	(33, 72)	8.164427365187724e-25	IQR:1.0819311093058758e-28
iqr	(33, 75)	1.5922730893959238e-25	IQR:1.0819311093058758e-28
iqr	(33, 76)	2.070541668342457e-27	IQR:1.0819311093058758e-28
iqr	(33, 77)	3.034048403643355e-22	IQR:1.0819311093058758e-28
iqr	(33, 79)	1.910379023051281e-27	IQR:1.0819311093058758e-28
iqr	(33, 81)	1.8680496026063145e-23	IQR:1.0819311093058758e-28
iqr	(33, 82)	5.514537581366206e-25	IQR:1.0819311093058758e-28
iqr	(33, 83)	6.300255368917978e-25	IQR:1.0819311093058758e-28
iqr	(33, 86)	5.880201157954499e-27	IQR:1.0819311093058758e-28
iqr	(33, 87)	1.6543796154259083e-25	IQR:1.0819311093058758e-28
iqr	(33, 88)	1.1076389067675306e-24	IQR:1.0819311093058758e-28
iqr	(33, 90)	7.596782317040824e-21	IQR:1.0819311093058758e-28
iqr	(33, 93)	2.615042243078042e-13	IQR:1.0819311093058758e-28
iqr	(33, 94)	7.6398840815098055e-19	IQR:1.0819311093058758e-28
iqr	(33, 95)	4.073946112158355e-26	IQR:1.0819311093058758e-28
iqr	(33, 96)	3.2787569770816117e-24	IQR:1.0819311093058758e-28
iqr	(33, 97)	1.0232321112508986e-22	IQR:1.0819311093058758e-28
iqr	(33, 98)	1.19959909436103e-21	IQR:1.0819311093058758e-28
iqr	(33, 99)	8.509637950952613e-26	IQR:1.0819311093058758e-28
iqr	(33, 101)	7.367027533705761e-25	IQR:1.0819311093058758e-28
iqr	(33, 131)	1.1527048786052867e-25	IQR:1.0819311093058758e-28
iqr	(33, 133)	5.471373454563325e-26	IQR:1.0819311093058758e-28
iqr	(33, 135)	4.313778393310206e-27	IQR:1.0819311093058758e-28
iqr	(33, 138)	7.112014876287395e-28	IQR:1.0819311093058758e-28
iqr	(33, 139)	5.579334123082995e-25	IQR:1.0819311093058758e-28
iqr	(34, 18)	9.571010180420073e-23	IQR:1.0819311093058758e-28
iqr	(34, 19)	7.163316250049596e-20	IQR:1.0819311093058758e-28
iqr	(34, 20)	1.5600320148501131e-22	IQR:1.0819311093058758e-28
iqr	(34, 22)	6.467644996991989e-26	IQR:1.0819311093058758e-28
iqr	(34, 23)	1.3911577209701923e-22	IQR:1.0819311093058758e-28
iqr	(34, 24)	6.754851848339238e-23	IQR:1.0819311093058758e-28
iqr	(34, 25)	1.3968044793172568e-17	IQR:1.0819311093058758e-28
iqr	(34, 30)	3.7602765297802047e-23	IQR:1.0819311093058758e-28
iqr	(34, 32)	2.0679532570157994e-25	IQR:1.0819311093058758e-28
iqr	(34, 34)	7.111290168108621e-25	IQR:1.0819311093058758e-28
iqr	(34, 35)	3.638332202240606e-24	IQR:1.0819311093058758e-28
iqr	(34, 37)	6.22574390654578e-23	IQR:1.0819311093058758e-28
iqr	(34, 73)	3.0330360363555794e-21	IQR:1.0819311093058758e-28
iqr	(34, 74)	2.779564399973953e-22	IQR:1.0819311093058758e-28
iqr	(34, 77)	1.2601663923056897e-27	IQR:1.0819311093058758e-28
iqr	(34, 83)	1.5170189006763943e-22	IQR:1.0819311093058758e-28
iqr	(34, 84)	1.1214498243544413e-26	IQR:1.0819311093058758e-28
iqr	(34, 85)	5.695205917703338e-23	IQR:1.0819311093058758e-28
iqr	(34, 86)	4.6864647116625914e-27	IQR:1.0819311093058758e-28
iqr	(34, 88)	1.537572103582076e-23	IQR:1.0819311093058758e-28
iqr	(34, 90)	1.5091521470155634e-24	IQR:1.0819311093058758e-28
iqr	(34, 91)	2.29627842204778e-22	IQR:1.0819311093058758e-28
iqr	(34, 92)	5.595952464127607e-24	IQR:1.0819311093058758e-28
iqr	(34, 93)	1.6760217249275806e-19	IQR:1.0819311093058758e-28
iqr	(34, 94)	9.601299283736939e-23	IQR:1.0819311093058758e-28
iqr	(34, 96)	5.3697224130801275e-22	IQR:1.0819311093058758e-28
iqr	(34, 97)	1.887903909586068e-19	IQR:1.0819311093058758e-28
iqr	(34, 98)	2.5542274905538247e-19	IQR:1.0819311093058758e-28
iqr	(34, 99)	2.569418817599726e-18	IQR:1.0819311093058758e-28
iqr	(34, 102)	1.4168379429052737e-25	IQR:1.0819311093058758e-28
iqr	(34, 130)	1.376352600382058e-23	IQR:1.0819311093058758e-28
iqr	(34, 131)	1.9802626997912878e-23	IQR:1.0819311093058758e-28
iqr	(34, 132)	5.574487512674224e-27	IQR:1.0819311093058758e-28
iqr	(34, 134)	1.04205251806939e-24	IQR:1.0819311093058758e-28
iqr	(34, 136)	1.1027171403132121e-20	IQR:1.0819311093058758e-28
iqr	(34, 137)	4.116527326268364e-20	IQR:1.0819311093058758e-28
iqr	(34, 138)	2.0606576603440233e-22	IQR:1.0819311093058758e-28
iqr	(34, 143)	5.2148618860826597e-23	IQR:1.0819311093058758e-28
iqr	(35, 17)	8.882107871816447e-26	IQR:1.0819311093058758e-28
iqr	(35, 18)	1.9081402370373242e-19	IQR:1.0819311093058758e-28
iqr	(35, 19)	3.073899122122804e-20	IQR:1.0819311093058758e-28
iqr	(35, 20)	6.028520092385169e-20	IQR:1.0819311093058758e-28
iqr	(35, 21)	9.489087922045957e-24	IQR:1.0819311093058758e-28
iqr	(35, 22)	1.3863649171495606e-19	IQR:1.0819311093058758e-28
iqr	(35, 23)	1.1856445816610674e-20	IQR:1.0819311093058758e-28
iqr	(35, 25)	4.0082403745373384e-16	IQR:1.0819311093058758e-28
iqr	(35, 26)	2.4144586840008986e-23	IQR:1.0819311093058758e-28
iqr	(35, 27)	2.6373405305516215e-19	IQR:1.0819311093058758e-28
iqr	(35, 28)	1.5735514953733066e-20	IQR:1.0819311093058758e-28
iqr	(35, 29)	2.2450767499243147e-18	IQR:1.0819311093058758e-28
iqr	(35, 30)	6.208057705635243e-20	IQR:1.0819311093058758e-28
iqr	(35, 31)	7.619573587162732e-27	IQR:1.0819311093058758e-28
iqr	(35, 32)	2.882004529120439e-19	IQR:1.0819311093058758e-28
iqr	(35, 33)	7.980896630262728e-17	IQR:1.0819311093058758e-28
iqr	(35, 35)	4.952417594909601e-18	IQR:1.0819311093058758e-28
iqr	(35, 36)	3.4120173049781433e-13	IQR:1.0819311093058758e-28
iqr	(35, 37)	7.767835286199361e-16	IQR:1.0819311093058758e-28
iqr	(35, 39)	3.091518924541924e-27	IQR:1.0819311093058758e-28
iqr	(35, 40)	1.654870519561293e-27	IQR:1.0819311093058758e-28
iqr	(35, 41)	2.0375805837467865e-24	IQR:1.0819311093058758e-28
iqr	(35, 68)	7.469904402912875e-23	IQR:1.0819311093058758e-28
iqr	(35, 73)	8.360562443698503e-21	IQR:1.0819311093058758e-28
iqr	(35, 75)	3.5616780981237025e-27	IQR:1.0819311093058758e-28
iqr	(35, 77)	7.8182495619973245e-25	IQR:1.0819311093058758e-28
iqr	(35, 78)	2.3093722508970006e-22	IQR:1.0819311093058758e-28
iqr	(35, 82)	1.0787506271474154e-22	IQR:1.0819311093058758e-28
iqr	(35, 84)	2.412611645077414e-23	IQR:1.0819311093058758e-28
iqr	(35, 85)	5.090779165393157e-19	IQR:1.0819311093058758e-28
iqr	(35, 87)	1.7400199780624695e-20	IQR:1.0819311093058758e-28
iqr	(35, 88)	2.353545654506732e-20	IQR:1.0819311093058758e-28
iqr	(35, 89)	2.2505870366005032e-27	IQR:1.0819311093058758e-28
iqr	(35, 90)	5.170847675865779e-22	IQR:1.0819311093058758e-28
iqr	(35, 91)	2.209200892782124e-19	IQR:1.0819311093058758e-28
iqr	(35, 92)	5.991985928722357e-18	IQR:1.0819311093058758e-28
iqr	(35, 93)	2.506701925142383e-23	IQR:1.0819311093058758e-28
iqr	(35, 94)	5.779380658961527e-19	IQR:1.0819311093058758e-28
iqr	(35, 95)	3.852580778268655e-20	IQR:1.0819311093058758e-28
iqr	(35, 96)	1.222919223837305e-18	IQR:1.0819311093058758e-28
iqr	(35, 97)	2.348011137662156e-20	IQR:1.0819311093058758e-28
iqr	(35, 98)	1.0347296911887899e-16	IQR:1.0819311093058758e-28
iqr	(35, 99)	9.930414577750042e-24	IQR:1.0819311093058758e-28
iqr	(35, 100)	6.170779777354775e-19	IQR:1.0819311093058758e-28
iqr	(35, 101)	2.757268790683103e-25	IQR:1.0819311093058758e-28
iqr	(35, 103)	1.4514920749209024e-23	IQR:1.0819311093058758e-28
iqr	(35, 126)	2.4706060438192788e-27	IQR:1.0819311093058758e-28
iqr	(35, 127)	2.1448558553993355e-25	IQR:1.0819311093058758e-28
iqr	(35, 130)	9.936140919061041e-24	IQR:1.0819311093058758e-28
iqr	(35, 131)	3.687459935062874e-23	IQR:1.0819311093058758e-28
iqr	(35, 132)	2.9372030022544413e-20	IQR:1.0819311093058758e-28
iqr	(35, 133)	8.844131564175104e-18	IQR:1.0819311093058758e-28
iqr	(35, 134)	4.919591035698011e-19	IQR:1.0819311093058758e-28
iqr	(35, 135)	4.630515063806368e-20	IQR:1.0819311093058758e-28
iqr	(35, 136)	1.720831886819606e-27	IQR:1.0819311093058758e-28
iqr	(35, 137)	1.860542972121316e-19	IQR:1.0819311093058758e-28
iqr	(35, 138)	7.369590925636798e-19	IQR:1.0819311093058758e-28
iqr	(35, 139)	2.2425491638533397e-20	IQR:1.0819311093058758e-28
iqr	(35, 140)	4.8288255445924295e-23	IQR:1.0819311093058758e-28
iqr	(36, 0)	6.223381993886676e-22	IQR:1.0819311093058758e-28
iqr	(36, 17)	2.021835863013876e-27	IQR:1.0819311093058758e-28
iqr	(36, 18)	5.465945381252934e-19	IQR:1.0819311093058758e-28
iqr	(36, 19)	3.557043711226865e-15	IQR:1.0819311093058758e-28
iqr	(36, 20)	4.621450004398096e-21	IQR:1.0819311093058758e-28
iqr	(36, 21)	4.665488492749657e-18	IQR:1.0819311093058758e-28
iqr	(36, 22)	8.283816400283635e-20	IQR:1.0819311093058758e-28
iqr	(36, 23)	5.382686793010245e-21	IQR:1.0819311093058758e-28
iqr	(36, 24)	2.3579500940005444e-18	IQR:1.0819311093058758e-28
iqr	(36, 25)	2.898957208033801e-20	IQR:1.0819311093058758e-28
iqr	(36, 26)	3.7405662089745335e-24	IQR:1.0819311093058758e-28
iqr	(36, 27)	8.507903324687612e-16	IQR:1.0819311093058758e-28
iqr	(36, 28)	1.8584482550932627e-16	IQR:1.0819311093058758e-28
iqr	(36, 29)	3.087231270269113e-20	IQR:1.0819311093058758e-28
iqr	(36, 30)	6.930923734361944e-21	IQR:1.0819311093058758e-28
iqr	(36, 31)	1.0864993564441408e-18	IQR:1.0819311093058758e-28
iqr	(36, 32)	3.944574201848153e-17	IQR:1.0819311093058758e-28
iqr	(36, 33)	7.432077449656697e-22	IQR:1.0819311093058758e-28
iqr	(36, 34)	1.2790122329365866e-15	IQR:1.0819311093058758e-28
iqr	(36, 35)	1.6993717544266929e-10	IQR:1.0819311093058758e-28
iqr	(36, 36)	1.8027890666564987e-18	IQR:1.0819311093058758e-28
iqr	(36, 37)	3.087040372493372e-19	IQR:1.0819311093058758e-28
iqr	(36, 38)	9.987005492072872e-16	IQR:1.0819311093058758e-28
iqr	(36, 39)	2.5814688206756916e-24	IQR:1.0819311093058758e-28
iqr	(36, 40)	6.376027275566945e-18	IQR:1.0819311093058758e-28
iqr	(36, 41)	2.751152785611513e-22	IQR:1.0819311093058758e-28
iqr	(36, 70)	1.4149457521473723e-21	IQR:1.0819311093058758e-28
iqr	(36, 71)	1.8050608921934262e-27	IQR:1.0819311093058758e-28
iqr	(36, 73)	1.068350799489018e-27	IQR:1.0819311093058758e-28
iqr	(36, 77)	1.9252633800334834e-27	IQR:1.0819311093058758e-28
